BankID	BankName	BankStreet	BankCity	BankState	BankZip
359	BMO Harris Bank National Association	111 W Monroe St	CHICAGO	IL	60603
360	Umpqua Bank	"445 SE Main St, First Fl"	ROSEBURG	OR	97470
361	"U.S. Bank, National Association"	425 Walnut St	CINCINNATI	OH	45202
362	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
363	"Zions Bank, A Division of"	1 S Main St	SALT LAKE CITY	UT	84133
364	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
365	Independent Bank	3090 Craig Dr	MCKINNEY	TX	75070
366	Capital CU	204 W Thayer Ave	BISMARCK	ND	58501
367	PlainsCapital Bank	2911 Turtle Creek Blvd.	DALLAS	TX	75219
368	Citizens Bank & Trust Co	102 Main St S	HUTCHINSON	MN	55350
369	"Readycap Lending, LLC"	200 Connell Drive	BERKELEY HEIGHTS	NJ	07922
370	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
371	The Bank of Protection	302 N Broadway	PROTECTION	KS	67127
372	Numerica CU	14610 E Sprague Ave	SPOKANE VALLEY	WA	99216
373	"U.S. Bank, National Association"	425 Walnut St	CINCINNATI	OH	45202
374	Gulf Coast Bank and Trust Company	200 St. Charles Ave	NEW ORLEANS	LA	70130
375	Umpqua Bank	"445 SE Main St, First Fl"	ROSEBURG	OR	97470
376	Umpqua Bank	"445 SE Main St, First Fl"	ROSEBURG	OR	97470
377	Citizens Bank & Trust Co	102 Main St S	HUTCHINSON	MN	55350
378	"Citizens Bank, National Association"	1 Citizens Plaza	PROVIDENCE	RI	02903
379	Oak Bank	"5951 McKee Rd, Ste 100"	FITCHBURG	WI	53719
380	"Citizens Bank, National Association"	1 Citizens Plaza	PROVIDENCE	RI	02903
381	State Bank	30 Shoshone Ave	GREEN RIVER	WY	82935
382	Florence Bank	85 Main St	FLORENCE	MA	01062
383	Cogent Bank	1113 Saxon Blvd	ORANGE CITY	FL	32763
384	Kennebunk Savings Bank	104 Main St	KENNEBUNK	ME	04043
385	"Zions Bank, A Division of"	1 S Main St	SALT LAKE CITY	UT	84133
386	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
387	Umpqua Bank	"445 SE Main St, First Fl"	ROSEBURG	OR	97470
388	The Park Avenue Bank	"460 Park Ave, 13th Fl"	NEW YORK CITY	NY	10022
389	Truist Bank d/b/a Branch Banking & Trust Co	214 N Tryon St	CHARLOTTE	NC	28202
390	"Citizens Bank, National Association"	1 Citizens Plaza	PROVIDENCE	RI	02903
391	United Business Bank	"500 Ygnacio Valley Rd, Ste 200"	WALNUT CREEK	CA	94596
392	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
393	Eastern Bank	265 Franklin St	BOSTON	MA	02110
394	"MainStreet Lender 7(a), LLC"	2 Wisconsin Circle	CHEVY CHASE	MD	20815
395	"PNC Bank, National Association"	222 Delaware Ave	WILMINGTON	DE	19801
396	Fifth Third Bank	38 Fountain Sq Plz	CINCINNATI	OH	45263
397	First Financial Bank	214 N Washington	EL DORADO	AR	71730
398	Corning FCU	One Credit Union Plz	CORNING	NY	14830
399	Columbia State Bank	1301 A St	TACOMA	WA	98402
400	"U.S. Bank, National Association"	425 Walnut St	CINCINNATI	OH	45202
401	"Horizon Bank, SSB"	"600 Congress, Ste 400"	AUSTIN	TX	78701
402	Frandsen Bank & Trust	116 W Central St	LONSDALE	MN	55046
403	First Financial Bank	214 N Washington	EL DORADO	AR	71730
404	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
405	Truist Bank d/b/a Branch Banking & Trust Co	214 N Tryon St	CHARLOTTE	NC	28202
406	"Zions Bank, A Division of"	1 S Main St	SALT LAKE CITY	UT	84133
407	"U.S. Bank, National Association"	425 Walnut St	CINCINNATI	OH	45202
408	1st Constitution Bank	2650 Rte 130 & Dey Rd	CRANBURY	NJ	08512
409	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
410	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
411	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
412	21st Century Bank	699 N Medina St	LORETTO	MN	55357
413	"Zions Bank, A Division of"	1 S Main St	SALT LAKE CITY	UT	84133
414	Old National Bank	One Main St	EVANSVILLE	IN	47708
415	First Financial Bank	214 N Washington	EL DORADO	AR	71730
416	"First Financial Bank, National Association"	400 Pine St	ABILENE	TX	79601
417	Liberty Bank	315 Main St	MIDDLETOWN	CT	06457
418	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
419	First Bank Elk River	812 Main St NW	ELK RIVER	MN	55330
420	Umpqua Bank	"445 SE Main St, First Fl"	ROSEBURG	OR	97470
421	"Cadence Bank, National Association"	"1349 W Peachtree St, Ste 100"	ATLANTA	GA	30309
422	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
423	Commerce Bank	1000 Walnut St	KANSAS CITY	MO	64106
424	UniBank	19315 Hwy 99	LYNNWOOD	WA	98036
425	Independent Bank	3090 Craig Dr	MCKINNEY	TX	75070
426	"U.S. Bank, National Association"	425 Walnut St	CINCINNATI	OH	45202
427	"BankUnited, National Association"	14817 Oak Lane	MIAMI LAKES	FL	33016
428	Mountain America FCU	9800 S Monroe St	SANDY	UT	84070
429	"Community Bank, National Association"	45-49 Court St	CANTON	NY	13617
430	"Santander Bank, National Association"	"824 N Market St, Ste 100"	WILMINGTON	DE	19801
431	"Maryland Bank and Trust Company, National Association"	46930 Shangri-La Dr	LEXINGTON PARK	MD	20653
432	Trustmark National Bank	248 E Capitol St	JACKSON	MS	39201
433	United Business Bank	"500 Ygnacio Valley Rd, Ste 200"	WALNUT CREEK	CA	94596
434	"Zions Bank, A Division of"	1 S Main St	SALT LAKE CITY	UT	84133
435	Trustmark National Bank	248 E Capitol St	JACKSON	MS	39201
436	FirstBank Puerto Rico	"1519 Ave Ponce de Le<ac,o>n"	SANTURCE	PR	00909
437	Simmons Bank	501 Main St	PINE BLUFF	AR	71601
438	First State Bank	914 Lake Ave	GOTHENBURG	NE	69138
439	Bank of Utah	2605 Washington Blvd	OGDEN	UT	84401
440	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
441	Simmons Bank	501 Main St	PINE BLUFF	AR	71601
442	West Bank	1601 22nd St	WEST DES MOINES	IA	50266
443	Capital CU	204 W Thayer Ave	BISMARCK	ND	58501
444	Berkshire Bank	99 North St	PITTSFIELD	MA	01201
445	Simmons Bank	501 Main St	PINE BLUFF	AR	71601
446	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
447	Parke Bank	601 Delsea Dr	SEWELL	NJ	08080
448	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
449	"TD Bank, National Association"	2035 Limestone Rd	WILMINGTON	DE	19808
450	Old National Bank	One Main St	EVANSVILLE	IN	47708
451	Verus Bank of Commerce	"3700 S College Ave, Unit 102"	FORT COLLINS	CO	80525
452	The Park Avenue Bank	"460 Park Ave, 13th Fl"	NEW YORK CITY	NY	10022
453	Berkshire Bank	99 North St	PITTSFIELD	MA	01201
454	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
455	"HSBC Bank USA, National Association"	"1800 Tysons Blvd, Ste 50"	MCLEAN	VA	22102
456	The Bank of Missouri	916 N Kingshighway	PERRYVILLE	MO	63775
457	BMO Harris Bank National Association	111 W Monroe St	CHICAGO	IL	60603
458	Umpqua Bank	"445 SE Main St, First Fl"	ROSEBURG	OR	97470
459	Berkshire Bank	99 North St	PITTSFIELD	MA	01201
460	BMO Harris Bank National Association	111 W Monroe St	CHICAGO	IL	60603
461	Fall River Five Cents Savings Bank d/b/a BankFive	79 N Main St	FALL RIVER	MA	02720
462	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
463	"Associated Bank, National Association"	200 N Adams St	GREEN BAY	WI	54301
464	"Associated Bank, National Association"	200 N Adams St	GREEN BAY	WI	54301
465	United Business Bank	"500 Ygnacio Valley Rd, Ste 200"	WALNUT CREEK	CA	94596
466	Capital CU	204 W Thayer Ave	BISMARCK	ND	58501
467	Certified FCU	5601 E Washington Blvd	COMMERCE	CA	90040
468	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
469	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
470	BankIowa	7045 C Ave NE	CEDAR RAPIDS	IA	52402
471	"CFBank, National Association"	7000 N High St	WORTHINGTON	OH	43085
472	American Eagle Financial CU	417 Main St	EAST HARTFORD	CT	06118
473	American Eagle Financial CU	417 Main St	EAST HARTFORD	CT	06118
474	Independent Bank	3090 Craig Dr	MCKINNEY	TX	75070
475	Certified FCU	5601 E Washington Blvd	COMMERCE	CA	90040
476	Heritage Bank	201 5th Ave SW	OLYMPIA	WA	98501
477	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
478	"VelocitySBA, LLC"	9385 Haven Avenue	Rancho Cucamonga	CA	91730
479	BankNewport	10 Washington Sq	NEWPORT	RI	02840
480	"VelocitySBA, LLC"	9385 Haven Avenue	Rancho Cucamonga	CA	91730
481	"VelocitySBA, LLC"	9385 Haven Avenue	Rancho Cucamonga	CA	91730
482	"VelocitySBA, LLC"	9385 Haven Avenue	Rancho Cucamonga	CA	91730
483	"VelocitySBA, LLC"	9385 Haven Avenue	Rancho Cucamonga	CA	91730
484	Glacier Bank	202 Main St	KALISPELL	MT	59901
485	"U.S. Bank, National Association"	425 Walnut St	CINCINNATI	OH	45202
486	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
487	EH National Bank	"8484 Wilshire Blvd, Ste 100"	BEVERLY HILLS	CA	90211
488	City National Bank	555 S Flower St	LOS ANGELES	CA	90071
489	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
490	"VelocitySBA, LLC"	9385 Haven Avenue	Rancho Cucamonga	CA	91730
491	Gulf Coast Bank and Trust Company	200 St. Charles Ave	NEW ORLEANS	LA	70130
492	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
493	ESSA Bank & Trust	200 Palmer St	STROUDSBURG	PA	18360
494	Horizon Bank	515 Franklin Sq	MICHIGAN CITY	IN	46360
495	"VelocitySBA, LLC"	9385 Haven Avenue	Rancho Cucamonga	CA	91730
496	Citizens & Northern Bank	90-92 Main St	WELLSBORO	PA	16901
497	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
498	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
499	Adirondack Bank	185 Genesee St	UTICA	NY	13501
500	Shinhan Bank America	475 Park Ave S 4th Flr	NEW YORK CITY	NY	10016
501	"PNC Bank, National Association"	222 Delaware Ave	WILMINGTON	DE	19801
502	Centennial Bank	620 Chestnut St	CONWAY	AR	72032
503	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
504	"VelocitySBA, LLC"	9385 Haven Avenue	Rancho Cucamonga	CA	91730
505	"VelocitySBA, LLC"	9385 Haven Avenue	Rancho Cucamonga	CA	91730
506	Live Oak Banking Company	1741 Tiburon Dr	WILMINGTON	NC	28403
507	Ballston Spa National Bank	990 State Rte 67	BALLSTON SPA	NY	12020
508	"VelocitySBA, LLC"	9385 Haven Avenue	Rancho Cucamonga	CA	91730
509	Truist Bank d/b/a Branch Banking & Trust Co	214 N Tryon St	CHARLOTTE	NC	28202
510	"Community Trust Bank, Inc."	346 N Mayo Trl	PIKEVILLE	KY	41501
511	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
512	"PNC Bank, National Association"	222 Delaware Ave	WILMINGTON	DE	19801
513	Truist Bank d/b/a Branch Banking & Trust Co	214 N Tryon St	CHARLOTTE	NC	28202
514	Gateway Bank	745 Market St	MENDOTA HEIGHTS	MN	55118
515	"VelocitySBA, LLC"	9385 Haven Avenue	Rancho Cucamonga	CA	91730
516	American Bank of Commerce	530 E Hwy 62/82	WOLFFORTH	TX	79382
517	Eastern Bank	265 Franklin St	BOSTON	MA	02110
518	Bar Harbor Bank & Trust	82 Main St	BAR HARBOR	ME	04609
519	Passumpsic Savings Bank	497 Railroad St	SAINT JOHNSBURY	VT	05819
520	Sonabank	"10900 Nuckols Rd, Ste 325"	GLEN ALLEN	VA	23060
521	"Webster Bank, National Association"	137 Bank St	WATERBURY	CT	06702
522	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
523	"VelocitySBA, LLC"	9385 Haven Avenue	Rancho Cucamonga	CA	91730
524	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
525	Frost Bank	100 W Houston St	SAN ANTONIO	TX	78205
526	Great Western Bank	225 S Main Ave	SIOUX FALLS	SD	57104
527	Umpqua Bank	"445 SE Main St, First Fl"	ROSEBURG	OR	97470
528	Rockland Trust Company	288 Union St	ROCKLAND	MA	02370
529	Community First Bank of Indiana	201 W Sycamore St	KOKOMO	IN	46901
530	TCF National Bank	2508 S Louise Ave	SIOUX FALLS	SD	57106
531	"PNC Bank, National Association"	222 Delaware Ave	WILMINGTON	DE	19801
532	Celtic Bank Corporation	"268 S State St, Ste 300"	SALT LAKE CITY	UT	84111
533	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
534	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
535	Kennebunk Savings Bank	104 Main St	KENNEBUNK	ME	04043
536	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
537	Great North Bank	541 Central Ave	FLORENCE	WI	54121
538	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
539	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
540	Eastern Bank	265 Franklin St	BOSTON	MA	02110
541	"PNC Bank, National Association"	222 Delaware Ave	WILMINGTON	DE	19801
542	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
543	"Santander Bank, National Association"	"824 N Market St, Ste 100"	WILMINGTON	DE	19801
544	"Associated Bank, National Association"	200 N Adams St	GREEN BAY	WI	54301
545	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
546	Rockland Trust Company	288 Union St	ROCKLAND	MA	02370
547	Peoples Bank Midwest	10583 Main St	HAYWARD	WI	54843
548	"Zions Bank, A Division of"	1 S Main St	SALT LAKE CITY	UT	84133
549	First Texas Bank	900 S Austin Ave	GEORGETOWN	TX	78626
550	First Financial Bank	255 E Fifth St	CINCINNATI	OH	45202
551	Truist Bank d/b/a Branch Banking & Trust Co	214 N Tryon St	CHARLOTTE	NC	28202
552	"Zions Bank, A Division of"	1 S Main St	SALT LAKE CITY	UT	84133
553	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
554	Coastal Heritage Bank	744 Broad St	EAST WEYMOUTH	MA	02189
555	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
556	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
557	Trustmark National Bank	248 E Capitol St	JACKSON	MS	39201
558	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
559	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
560	Truist Bank d/b/a Branch Banking & Trust Co	214 N Tryon St	CHARLOTTE	NC	28202
561	"U.S. Bank, National Association"	425 Walnut St	CINCINNATI	OH	45202
562	Umpqua Bank	"445 SE Main St, First Fl"	ROSEBURG	OR	97470
563	Minnesota National Bank	131 12th St South	SAUK CENTRE	MN	56378
564	CommerceWest Bank	2111 Business Center Dr	IRVINE	CA	92612
565	The Bank of Castile	50 N Main St	CASTILE	NY	14427
566	CommerceWest Bank	2111 Business Center Dr	IRVINE	CA	92612
567	Adirondack Bank	185 Genesee St	UTICA	NY	13501
568	Adirondack Bank	185 Genesee St	UTICA	NY	13501
569	"TD Bank, National Association"	2035 Limestone Rd	WILMINGTON	DE	19808
570	United Bank	11185 Fairfax Blvd	FAIRFAX	VA	22030
571	Hanmi Bank	"3660 Wilshire Blvd, PH-A"	LOS ANGELES	CA	90010
572	Rocky Mountain Bank	2615 King Ave West	BILLINGS	MT	59102
573	Gulf Coast Bank and Trust Company	200 St. Charles Ave	NEW ORLEANS	LA	70130
574	South Shore Bank	1530 Main St	WEYMOUTH	MA	02190
575	Bank of the West	108 W Northwest Hwy	GRAPEVINE	TX	76051
576	"Peoples National Bank, National Association"	116 S Washington	MCLEANSBORO	IL	62859
577	Union Bank	20 Lower Main St	MORRISVILLE	VT	05661
578	Starion Bank	333 N 4th St	BISMARCK	ND	58501
579	Trustmark National Bank	248 E Capitol St	JACKSON	MS	39201
580	"Citizens Bank, National Association"	1 Citizens Plaza	PROVIDENCE	RI	02903
581	KeyBank National Association	127 Public Sq	CLEVELAND	OH	44114
582	Fifth Third Bank	38 Fountain Sq Plz	CINCINNATI	OH	45263
583	Granite FCU	3675 S 900 East	SALT LAKE CITY	UT	84106
584	Granite FCU	3675 S 900 East	SALT LAKE CITY	UT	84106
585	Prosperity Bank	1301 N Mechanic	EL CAMPO	TX	77437
586	American Bank of the North	117 Central Ave	NASHWAUK	MN	55769
587	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
588	"Community Bank, National Association"	45-49 Court St	CANTON	NY	13617
589	Citizens & Northern Bank	90-92 Main St	WELLSBORO	PA	16901
590	Great Western Bank	225 S Main Ave	SIOUX FALLS	SD	57104
591	Hanmi Bank	"3660 Wilshire Blvd, PH-A"	LOS ANGELES	CA	90010
592	Savings Bank of Danbury	220 Main St	DANBURY	CT	06810
593	Eastern Bank	265 Franklin St	BOSTON	MA	02110
594	BBVA USA	15 S 20th St	BIRMINGHAM	AL	35233
595	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
596	Citizens Community Federal National Association	219 Fairfax St	ALTOONA	WI	54720
597	Umpqua Bank	"445 SE Main St, First Fl"	ROSEBURG	OR	97470
598	"FNB Bank, Inc."	101 E Broadway St	MAYFIELD	KY	42066
599	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
600	Bank of Hope	"3200 Wilshire Blvd, Ste 1400"	LOS ANGELES	CA	90010
601	Farmers & Merchants Savings Bank	101 E Main St	MANCHESTER	IA	52057
602	Northfield Bank	1731 Victory Blvd	NEW YORK CITY	NY	10314
603	Security First Bank	5505 Red Rock Lane	LINCOLN	NE	68516
604	"TD Bank, National Association"	2035 Limestone Rd	WILMINGTON	DE	19808
605	"Bremer Bank, National Association"	372 St. Peter St	SAINT PAUL	MN	55102
606	Penn Community Bank	3969 Durham Rd	DOYLESTOWN	PA	18902
607	"Associated Bank, National Association"	200 N Adams St	GREEN BAY	WI	54301
608	Regions Bank	1900 5th Ave North	BIRMINGHAM	AL	35203
609	Live Oak Banking Company	1741 Tiburon Dr	WILMINGTON	NC	28403
610	"People's United Bank, National Association"	850 Main St	BRIDGEPORT	CT	06604
611	First Horizon Bank	165 Madison Ave	MEMPHIS	TN	38103
612	Sharefax CU Inc	1147 Old State Rte 74	BATAVIA	OH	45103
613	Century Bank	100 S Federal Pl	SANTA FE	NM	87501
614	America First FCU	1344 West 4675 South	RIVERDALE	UT	84405
615	Truist Bank d/b/a Branch Banking & Trust Co	214 N Tryon St	CHARLOTTE	NC	28202
616	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
617	First-Citizens Bank & Trust Company	239 Fayetteville St	RALEIGH	NC	27601
618	Fifth Third Bank	38 Fountain Sq Plz	CINCINNATI	OH	45263
619	The Huntington National Bank	17 S High St	COLUMBUS	OH	43215
620	Banner Bank	10 S First Ave	WALLA WALLA	WA	99362
621	Vision One CU	3279 Ramos Cir	SACRAMENTO	CA	95827
622	Truist Bank d/b/a Branch Banking & Trust Co	214 N Tryon St	CHARLOTTE	NC	28202
623	"KEB Hana Bank USA, National Association"	201 Main St	FORT LEE	NJ	07024
624	"Verve, a Credit Union"	2900 Universal St	OSHKOSH	WI	54904
625	Kaw Valley Bank	1110 N Kansas Ave	TOPEKA	KS	66608
626	"PNC Bank, National Association"	222 Delaware Ave	WILMINGTON	DE	19801
627	KeyBank National Association	127 Public Sq	CLEVELAND	OH	44114
628	First Financial Bank	214 N Washington	EL DORADO	AR	71730
629	Oriental Bank	"254 Ave Mu<td,n>oz Rivera, Esq"	SAN JUAN	PR	00918
630	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
631	Umpqua Bank	"445 SE Main St, First Fl"	ROSEBURG	OR	97470
632	Umpqua Bank	"445 SE Main St, First Fl"	ROSEBURG	OR	97470
633	Sutton Bank	1 S Main St	ATTICA	OH	44807
634	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
635	mBank	130 S Cedar St	MANISTIQUE	MI	49854
636	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
637	Kearny Bank	614 Kearny Ave	KEARNY	NJ	07032
638	First Financial Bank	214 N Washington	EL DORADO	AR	71730
639	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
640	First National Bank of Pennsylvania	166 Main St	GREENVILLE	PA	16125
641	BBVA USA	15 S 20th St	BIRMINGHAM	AL	35233
642	Gulf Coast Bank	221 S State St	ABBEVILLE	LA	70510
643	BBVA USA	15 S 20th St	BIRMINGHAM	AL	35233
644	VISIONBank	3000 25th St South	FARGO	ND	58103
645	Union State Bank	127 S Summit St	ARKANSAS CITY	KS	67005
646	HomeStreet Bank	"601 Union St, 2000 Two Union S"	SEATTLE	WA	98101
647	Umpqua Bank	"445 SE Main St, First Fl"	ROSEBURG	OR	97470
648	Live Oak Banking Company	1741 Tiburon Dr	WILMINGTON	NC	28403
649	"HSBC Bank USA, National Association"	"1800 Tysons Blvd, Ste 50"	MCLEAN	VA	22102
650	"JPMorgan Chase Bank, National Association"	1111 Polaris Pkwy	COLUMBUS	OH	43240
651	Mid Minnesota FCU	13283 Isle Dr	BAXTER	MN	56425
652	Fifth Third Bank	38 Fountain Sq Plz	CINCINNATI	OH	45263
653	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
654	The Park National Bank	50 N Third St	NEWARK	OH	43055
655	Umpqua Bank	"445 SE Main St, First Fl"	ROSEBURG	OR	97470
656	"Wells Fargo Bank, National Association"	101 N Philips Ave	SIOUX FALLS	SD	57104
657	Premier Valley Bank	"255 E River Park Circle Dr, St"	FRESNO	CA	93720
658	Lee Bank	75 Park St	LEE	MA	01238
659	Saco & Biddeford Savings Institution	252 Main St	SACO	ME	04072
660	Fidelity Deposit and Discount Bank	101 S Blakely St	DUNMORE	PA	18512
661	Ultima Bank Minnesota	9 W Minnesota Ave	WINGER	MN	56592
662	Regions Bank	1900 5th Ave North	BIRMINGHAM	AL	35203
663	Fall River Five Cents Savings Bank d/b/a BankFive	79 N Main St	FALL RIVER	MA	02720
664	"First Financial Bank, National Association"	400 Pine St	ABILENE	TX	79601
665	"Bank of America, National Association"	"100 N Tryon St, Ste 170"	CHARLOTTE	NC	28202
666	Kennebunk Savings Bank	104 Main St	KENNEBUNK	ME	04043
667	TCF National Bank	2508 S Louise Ave	SIOUX FALLS	SD	57106
668	Sunwest Bank	"2050 Main St, Ste 300"	IRVINE	CA	92614
669	Norway Savings Bank	261 Main St	NORWAY	ME	04268
670	Stearns Bank National Association	4191 2nd St South	SAINT CLOUD	MN	56301
671	Glacier Bank	202 Main St	KALISPELL	MT	59901
672	Norway Savings Bank	261 Main St	NORWAY	ME	04268
673	Kentucky Bank	339 Main St	PARIS	KY	40361
674	Berkshire Bank	99 North St	PITTSFIELD	MA	01201
675	Northway Bank	9 Main St	BERLIN	NH	03570
676	Manufacturers and Traders Trust Company	"One M & T Plaza, 15th Fl"	BUFFALO	NY	14203
677	"Zions Bank, A Division of"	1 S Main St	SALT LAKE CITY	UT	84133
678	"Zions Bank, A Division of"	1 S Main St	SALT LAKE CITY	UT	84133
679	"U.S. Bank, National Association"	425 Walnut St	CINCINNATI	OH	45202
